gene_symbol	cytobandID
ENSG00000206649	q21.13
ENSG00000253237	q21.13
RNU6-1213P	q21.13
ENSG00000251867	q21.13
ZBTB10	q21.13
ENSG00000254162	q21.13
LINC02986	q21.13
RPSAP47	q21.13
RNU7-174P	q21.13
ENSG00000253760	q21.13
RNU2-71P	q21.13
SLC25A51P3	q21.13
RN7SL107P	q21.13
ZNF704	q21.13
CKS1BP7	q21.13
RNU11-6P	q21.13
RN7SL308P	q21.13
HMGB1P41	q21.13
ENSG00000286763	q21.13
PAG1	q21.13
ENSG00000254060	q21.13
ENSG00000254177	q21.13
ENSG00000253214	q21.13
ENSG00000289242	q21.13
ENSG00000254014	q21.13
UBE2HP1	q21.13
ENSG00000272425	q21.13
LNMICC	q21.13
FABP5	q21.13
ENSG00000253859	q21.13
PMP2	q21.13
FABP9	q21.13
FABP4	q21.13
ENSG00000253374	q21.13
FTH1P11	q21.13
FABP12	q21.13
IMPA1P1	q21.13
NIPA2P4	q21.13
ENSG00000290914	q21.13
RPS26P34	q21.13
SLC10A5P1	q21.13
IMPA1	q21.13
SLC10A5	q21.13
ENSG00000280193	q21.13
ZFAND1	q21.13
CHMP4C	q21.13
ENSG00000253334	q21.13
SNX16	q21.13
HNRNPA1P36	q21.13
LINC02235	q21.13
ENSG00000254394	q21.13
LINC02839	q21.13
HNRNPA1P4	q21.13
ENSG00000253503	q21.13
ENSG00000253836	q21.13
DPPA3P9	q21.13
ENSG00000254189	q21.13
ENSG00000253423	q21.13
ENSG00000274116	q21.13
LINC01419	q21.13
ENSG00000254202	q21.2
TPM3P3	q21.2
ENSG00000253362	q21.2
RALYL	q21.2
ENSG00000288897	q21.2
RNU6-1040P	q21.2
PSMC2P2	q21.2
ENSG00000248978	q21.2
ENSG00000254212	q21.2
ACTBP6	q21.2
JCHAINP1	q21.2
ENSG00000253283	q21.2
LRRCC1	q21.2
E2F5-DT	q21.2
E2F5	q21.2
ENSG00000254208	q21.2
RBIS	q21.2
CA13	q21.2
ENSG00000258256	q21.2
ENSG00000257962	q21.2
CA1	q21.2
CA3	q21.2
CA3-AS1	q21.2
CA2	q21.2
ENSG00000254380	q21.2
ENSG00000253680	q21.2
REXO1L8P	q21.2
REXO1L3P	q21.2
ENSG00000293000	q21.2
REXO1L1P	q21.2
REXO1L12P	q21.2
REXO1L11P	q21.2
REXO1L10P	q21.2
REXO1L9P	q21.2
REXO1L2P	q21.2
ENSG00000274343	q21.2
REXO1L4P	q21.2
REXO1L5P	q21.2
REXO1L6P	q21.2
ENSG00000253154	q21.2
LINC02849	q21.2
ENSG00000287927	q21.3
ATP6V0D2	q21.3
RPL36AP31	q21.3
RPL32P4	q21.3
PSKH2	q21.3
ENSG00000253675	q21.3
ENSG00000253699	q21.3
SLC7A13	q21.3
WWP1-AS1	q21.3
WWP1	q21.3
RMDN1	q21.3
NTAN1P2	q21.3
SLC2A3P4	q21.3
CPNE3	q21.3
CNGB3	q21.3
MIOXP1	q21.3
GOLGA2P1	q21.3
UBE2Q2P10	q21.3
ENSG00000254115	q21.3
ENSG00000253778	q21.3
ENSG00000253568	q21.3
CNBD1	q21.3
ENSG00000253500	q21.3
VTA1P2	q21.3
IARS2P1	q21.3
SOX5P1	q21.3
ENSG00000273978	q21.3
DCAF4L2	q21.3
ENSG00000253171	q21.3
MMP16	q21.3
ENSG00000253553	q21.3
RNA5SP272	q21.3
RLIG1P3	q21.3
ENSG00000271156	q21.3
ENSG00000286984	q21.3
RPSAP74	q21.3
KRT8P4	q21.3
PARAIL	q21.3
RIPK2	q21.3
COX6B1P6	q21.3
ENSG00000275103	q21.3
RNU6-925P	q21.3
OSGIN2	q21.3
NBN	q21.3
DECR1	q21.3
CALB1	q21.3
ENSG00000254180	q21.3
LINC00534	q21.3
RNA5SP273	q21.3
LINC01030	q21.3
TMEM64	q21.3
ENSG00000246792	q21.3
ENSG00000254182	q21.3
NECAB1	q21.3
ENSG00000254251	q21.3
ENSG00000289502	q21.3
C8orf88	q21.3
PIP4P2	q21.3
ENSG00000253358	q21.3
ENSG00000254219	q21.3
OTUD6B-AS1	q21.3
OTUD6B	q21.3
LRRC69	q21.3
CPP	q21.3
MIR4661	q21.3
SLC26A7	q21.3
ENSG00000253901	q21.3
RN7SKP231	q21.3
PRR13P7	q21.3
MRPS16P1	q21.3
RUNX1T1	q21.3
ENSG00000253576	q21.3
ENSG00000233778	q21.3
ENSG00000253118	q22.1
ENSG00000253682	q22.1
ENSG00000253749	q22.1
ENSG00000253634	q22.1
ENSG00000253177	q22.1
ENSG00000288005	q22.1
FLJ46284	q22.1
ENSG00000254020	q22.1
ENSG00000253577	q22.1
ENSG00000253197	q22.1
TRIQK	q22.1
IRF5P1	q22.1
MIR8084	q22.1
LINC02906	q22.1
CIBAR1-DT	q22.1
ENSG00000253960	q22.1
ENSG00000268080	q22.1
ENSG00000254089	q22.1
RNA5SP274	q22.1
ZNF317P1	q22.1
CIBAR1	q22.1
ENSG00000271971	q22.1
ENSG00000253854	q22.1
RBM12B	q22.1
ENSG00000253722	q22.1
RBM12B-AS1	q22.1
RBM12B-DT	q22.1
TMEM67	q22.1
ENSG00000254057	q22.1
MYL12AP1	q22.1
PDP1	q22.1
MIR378D2HG	q22.1
MIR378D2	q22.1
PSMA2P2	q22.1
RPL34P18	q22.1
ENSG00000275386	q22.1
ENSG00000253585	q22.1
CDH17	q22.1
RPL6P23	q22.1
GEM	q22.1
RPS4XP10	q22.1
RAD54B	q22.1
FSBP	q22.1
VIRMA	q22.1
ENSG00000254315	q22.1
VIRMA-DT	q22.1
ENSG00000253175	q22.1
ENSG00000254190	q22.1
ENSG00000254283	q22.1
LINC02894	q22.1
ESRP1	q22.1
ENSG00000241003	q22.1
ENSG00000253429	q22.1
DPY19L4	q22.1
ENSG00000254307	q22.1
INTS8	q22.1
CCNE2	q22.1
ENSG00000272509	q22.1
ENSG00000243979	q22.1
NDUFAF6	q22.1
TP53INP1	q22.1
ENSG00000253528	q22.1
ENSG00000287322	q22.1
RNU6-1209P	q22.1
MIR3150BHG	q22.1
ENSG00000254248	q22.1
MIR3150B	q22.1
MIR3150A	q22.1
PLEKHF2	q22.1
CFAP418-AS1	q22.1
LINC01298	q22.1
CFAP418	q22.1
ENSG00000253945	q22.1
ENSG00000253872	q22.1
RNU6-690P	q22.1
SRSF3P2	q22.1
ENSG00000248762	q22.1
GAPDHP30	q22.1
ENSG00000271349	q22.1
ENSG00000270131	q22.1
GDF6	q22.1
UQCRB	q22.1
UQCRB-AS1	q22.1
MTERF3	q22.1
PTDSS1	q22.1
ENSG00000253105	q22.1
RNU6-1172P	q22.1
SDC2	q22.1
CPQ	q22.1
ENSG00000272249	q22.1
ENSG00000270077	q22.1
ENSG00000260640	q22.1
TSPYL5	q22.1
SNORD3H	q22.1
ENSG00000213750	q22.1
ENSG00000287654	q22.1
MTDH	q22.1
LAPTM4B	q22.1
ENSG00000270682	q22.1
TMEM69P1	q22.1
SUMO2P18	q22.1
RPS23P1	q22.1
MATN2	q22.2
RPL30	q22.2
RPL30-AS1	q22.2
ENSG00000288752	q22.2
RNU6-703P	q22.2
ERICH5	q22.2
RIDA	q22.2
POP1	q22.2
NIPAL2	q22.2
RNU6-914P	q22.2
STK3	q22.2
ENSG00000278914	q22.2
ENSG00000253468	q22.2
KCNS2	q22.2
ENSG00000272321	q22.2
RNU6-748P	q22.2
ENSG00000253911	q22.2
ENSG00000254112	q22.2
RPL19P14	q22.2
ENSG00000253415	q22.2
MRPL57P7	q22.2
RN7SKP85	q22.2
ENSG00000271930	q22.2
OSR2	q22.2
VPS13B-DT	q22.2
ENSG00000229625	q22.2
ENSG00000253180	q22.2
VPS13B	q22.2
ENSG00000253562	q22.2
ENSG00000253532	q22.2
ENSG00000236583	q22.2
MSL3P3	q22.2
ENSG00000225017	q22.2
MIR599	q22.2
MIR875	q22.2
RN7SL350P	q22.2
ENSG00000235683	q22.2
ENSG00000253539	q22.2
ENSG00000253912	q22.2
COX6C	q22.2
ENSG00000287952	q22.2
RGS22	q22.2
SNORD77B	q22.2
ENSG00000221753	q22.2
FBXO43	q22.2
POLR2K	q22.2
SPAG1	q22.2
UFM1P3	q22.2
RNF19A	q22.2
ENSG00000253217	q22.2
ENSG00000253824	q22.2
MIR4471	q22.2
ENSG00000253842	q22.2
ENSG00000253666	q22.2
ENSG00000254364	q22.2
ANKRD46	q22.3
GAPDHP62	q22.3
SNX31	q22.3
ENSG00000253740	q22.3
RNU6-1092P	q22.3
PABPC1	q22.3
ENSG00000289284	q22.3
MIR7705	q22.3
RNU6ATAC41P	q22.3
RPS20P23	q22.3
RNU4-83P	q22.3
RPS26P6	q22.3
ENSG00000260368	q22.3
YWHAZ	q22.3
RN7SL685P	q22.3
FLJ42969	q22.3
LINC03044	q22.3
LINC03090	q22.3
RN7SKP249	q22.3
ENSG00000253737	q22.3
ZNNT1	q22.3
ZNF706	q22.3
ENSG00000271882	q22.3
ENSG00000253942	q22.3
LINC02844	q22.3
ENSG00000287479	q22.3
ENSG00000253282	q22.3
RNU7-67P	q22.3
ENSG00000271560	q22.3
ENSG00000293064	q22.3
DUXAP2	q22.3
NACA4P	q22.3
LINC02845	q22.3
RN7SL563P	q22.3
ENSG00000254084	q22.3
ENSG00000254024	q22.3
GRHL2-DT	q22.3
GRHL2	q22.3
ENSG00000253991	q22.3
ENSG00000253153	q22.3
NCALD	q22.3
ENSG00000253629	q22.3
ENSG00000238372	q22.3
PDCL3P2	q22.3
MIR5680	q22.3
ENSG00000254492	q22.3
RRM2B	q22.3
UBR5-DT	q22.3
SUMO2P19	q22.3
UBR5	q22.3
ENSG00000272037	q22.3
ENSG00000253923	q22.3
RNU6ATAC8P	q22.3
HSPE1P14	q22.3
RPS12P15	q22.3
LINC03047	q22.3
RNU6-1224P	q22.3
ODF1	q22.3
POU5F1P2	q22.3
KLF10	q22.3
ENSG00000283959	q22.3
ADI1P2	q22.3
GASAL1	q22.3
AZIN1	q22.3
ENSG00000253385	q22.3
ENSG00000289653	q22.3
MAILR	q22.3
ENSG00000253263	q22.3
RPL5P24	q22.3
NPM1P52	q22.3
ENSG00000254236	q22.3
ATP6V1C1	q22.3
MTND1P5	q22.3
MTCO1P4	q22.3
MTCO2P4	q22.3
LINC01181	q22.3
BAALC-AS2	q22.3
BAALC	q22.3
BAALC-AS1	q22.3
MIR3151	q22.3
ENSG00000253851	q22.3
FZD6	q22.3
ENSG00000286337	q22.3
CTHRC1	q22.3
LINC02933	q22.3
RNU6-1011P	q22.3
SLC25A32	q22.3
ENSG00000285982	q22.3
DCAF13	q22.3
ENSG00000288945	q22.3
ENSG00000261670	q22.3
ENSG00000271830	q22.3
ENSG00000253477	q22.3
RIMS2	q22.3
PTMAP15	q22.3
ENSG00000254644	q22.3
ENSG00000239344	q22.3
DPYS	q22.3
DCSTAMP	q22.3
ENSG00000179577	q22.3
ENSG00000279138	q22.3
MIR548A3	q22.3
LRP12	q22.3
NDUFA5P2	q22.3
ZFPM2	q22.3
ENSG00000283157	q22.3
ENSG00000243939	q22.3
ENSG00000253997	q22.3
RPL29P18	q22.3
LINC03084	q23.1
TMCC1P1	q23.1
ENSG00000243171	q23.1
ZFPM2-AS1	q23.1
ENSG00000253420	q23.1
ENSG00000254141	q23.1
RPL12P24	q23.1
ENSG00000253526	q23.1
SLC16A14P1	q23.1
ENSG00000254021	q23.1
OXR1	q23.1
OXR1-AS1	q23.1
TAGLN2P1	q23.1
RNU7-84P	q23.1
ABRA	q23.1
ENSG00000275905	q23.1
ENSG00000287289	q23.1
HMGB1P46	q23.1
ENSG00000287208	q23.1
ANGPT1	q23.1
ENSG00000286766	q23.1
PGAM1P13	q23.1
ENSG00000287949	q23.1
RNA5SP275	q23.1
RSPO2	q23.1
NRBF2P4	q23.1
AURKBP1	q23.1
EIF3E	q23.1
ENSG00000289094	q23.1
ENSG00000253754	q23.1
RPS17P14	q23.1
EMC2	q23.1
ENSG00000253657	q23.1
ENSG00000253949	q23.1
TMEM74	q23.1
TRMT10BP1	q23.1
ENSG00000253796	q23.1
TRHR	q23.1
NUDCD1	q23.1
ENSG00000250267	q23.1
ENY2	q23.1
MAPK6P5	q23.1
PKHD1L1	q23.1
EBAG9	q23.2
ENSG00000289767	q23.2
SYBU	q23.2
SYBU-AS1	q23.2
ENSG00000255099	q23.2
ENSG00000241385	q23.2
KCNV1	q23.2
ENSG00000255402	q23.2
RPSAP48	q23.2
ENSG00000253956	q23.2
ENSG00000253107	q23.2
ENSG00000253122	q23.2
ENSG00000253717	q23.2
NDUFB9P3	q23.2
LINC01608	q23.2
MTCO1P47	q23.2
LINC01609	q23.3
ENSG00000253489	q23.3
EEF1A1P37	q23.3
LINC02237	q23.3
SERPINA15P	q23.3
H2AZP7	q23.3
ENSG00000287942	q23.3
RNU4-37P	q23.3
CSMD3	q23.3
ENSG00000286946	q23.3
RPL30P16	q23.3
MIR2053	q23.3
ENSG00000227514	q23.3
ENSG00000287819	q23.3
ENSG00000286937	q23.3
ENSG00000253207	q23.3
ENSG00000254339	q23.3
ENSG00000253499	q23.3
CARS1P2	q23.3
TRPS1	q23.3
TRPS1-AS1	q23.3
LINC00536	q23.3
RNA5SP276	q23.3
ENSG00000287826	q23.3
ENSG00000253672	q23.3
EIF3H	q23.3
ENSG00000289382	q23.3
UTP23	q24.11
RAD21	q24.11
RAD21-AS1	q24.11
MIR3610	q24.11
AARD	q24.11
SLC30A8	q24.11
RN7SL228P	q24.11
ENSG00000253271	q24.11
ENSG00000253622	q24.11
RN7SL826P	q24.11
ENSG00000286308	q24.11
ENSG00000252852	q24.11
MED30	q24.11
RPS10P16	q24.11
EXT1	q24.11
ENSG00000225885	q24.11
SAMD12	q24.12
SAMD12-AS1	q24.12
RPS26P35	q24.12
TNFRSF11B	q24.12
RNU6-12P	q24.12
ENSG00000254247	q24.12
COLEC10	q24.12
ENSG00000254278	q24.12
MAL2	q24.12
MAL2-AS1	q24.12
MIR548AZ	q24.12
ENSG00000286282	q24.12
ENSG00000206776	q24.12
CCN3	q24.12
ENSG00000253398	q24.12
ENSG00000254037	q24.12
ENPP2	q24.12
CYCSP23	q24.12
RN7SKP153	q24.12
TAF2	q24.12
ENSG00000286362	q24.12
DSCC1	q24.12
ENSG00000279347	q24.12
RN7SL396P	q24.12
DEPTOR-AS1	q24.12
DEPTOR	q24.12
RNA5SP277	q24.12
ENSG00000254343	q24.12
COL14A1	q24.12
MRPL13	q24.12
MTBP	q24.12
SNTB1	q24.12
NCAPGP1	q24.12
ENSG00000248318	q24.12
ENSG00000272502	q24.12
ENSG00000253619	q24.12
ENSG00000271219	q24.12
RPL35AP19	q24.12
HAS2	q24.13
HAS2-AS1	q24.13
LINC02855	q24.13
ENSG00000254303	q24.13
MRPS36P3	q24.13
SMILR	q24.13
LINC01151	q24.13
ENSG00000255325	q24.13
ENSG00000238901	q24.13
ENSG00000263443	q24.13
CDK5P1	q24.13
ENSG00000272384	q24.13
ENSG00000272043	q24.13
ZHX2	q24.13
ENSG00000253372	q24.13
ENSG00000259631	q24.13
ENSG00000253607	q24.13
DERL1	q24.13
TBC1D31	q24.13
HMGB1P19	q24.13
ENSG00000287657	q24.13
FAM83A	q24.13
FAM83A-AS2	q24.13
ENSG00000253410	q24.13
FAM83A-AS1	q24.13
MIR4663	q24.13
C8orf76	q24.13
ZHX1-C8orf76	q24.13
UBA52P5	q24.13
ZHX1	q24.13
RNU6-628P	q24.13
ENSG00000253336	q24.13
ATAD2	q24.13
RNU6-875P	q24.13
MIR548AA1	q24.13
MIR548D1	q24.13
DUTP2	q24.13
IMPDH1P6	q24.13
NTAQ1	q24.13
FBXO32	q24.13
ENSG00000254113	q24.13
RN7SKP155	q24.13
ENSG00000253286	q24.13
KLHL38	q24.13
ANXA13	q24.13
FAM91A1	q24.13
FER1L6	q24.13
ENSG00000254000	q24.13
FER1L6-AS1	q24.13
ENSG00000254249	q24.13
FER1L6-AS2	q24.13
ENSG00000250727	q24.13
ARF1P3	q24.13
ENSG00000214803	q24.13
RNU6-756P	q24.13
ENSG00000253227	q24.13
ENSG00000237586	q24.13
TMEM65	q24.13
TRMT12	q24.13
RNF139-DT	q24.13
RNF139	q24.13
TATDN1	q24.13
ENSG00000253106	q24.13
MIR6844	q24.13
NDUFB9	q24.13
MTSS1	q24.13
ENSG00000255491	q24.13
MIR4662B	q24.13
MIR4662A	q24.13
LINC00964	q24.13
MRS2P1	q24.13
ENSG00000255313	q24.13
ENSG00000286955	q24.13
ZNF572	q24.13
SQLE-DT	q24.13
SQLE	q24.13
WASHC5	q24.13
WASHC5-AS1	q24.13
NSMCE2	q24.13
RN7SL329P	q24.13
ENSG00000254431	q24.13
TRIB1	q24.13
TRIB1AL	q24.13
LINC02964	q24.13
ENSG00000253470	q24.13
LINC00861	q24.13
RNU6-442P	q24.13
SOD1P3	q24.13
ENSG00000254227	q24.13
KNOP1P5	q24.13
ENSG00000253841	q24.13
RFPL4AP5	q24.13
ENSG00000244791	q24.21
ENSG00000253427	q24.21
ENSG00000253220	q24.21
RNU6-869P	q24.21
ENSG00000253530	q24.21
LRATD2	q24.21
PCAT1	q24.21
ENSG00000253543	q24.21
RNU11-4P	q24.21
ENSG00000253573	q24.21
CASC19	q24.21
PRNCR1	q24.21
ENSG00000224722	q24.21
ENSG00000287781	q24.21
CASC8	q24.21
ENSG00000271509	q24.21
POU5F1B	q24.21
CCAT2	q24.21
ENSG00000286266	q24.21
ENSG00000286010	q24.21
CASC11	q24.21
MYC	q24.21
PVT1	q24.21
MIR1204	q24.21
ENSG00000278324	q24.21
LINC02912	q24.21
MIR1205	q24.21
RNVU1-32	q24.21
MIR1206	q24.21
ENSG00000278275	q24.21
RNU4-25P	q24.21
MIR1207	q24.21
MIR1208	q24.21
RN7SKP226	q24.21
ENSG00000286034	q24.21
LINC00824	q24.21
CCDC26	q24.21
ENSG00000287785	q24.21
ENSG00000253225	q24.21
RN7SKP206	q24.21
ENSG00000253926	q24.21
MIR3686	q24.21
ENSG00000285108	q24.21
MTRF1LP2	q24.21
GSDMC	q24.21
ENSG00000254317	q24.21
CYRIB	q24.21
RPL15P12	q24.21
ENSG00000200075	q24.21
ENSG00000254263	q24.21
ENSG00000253720	q24.21
ENSG00000287195	q24.21
RNU7-181P	q24.21
MIR5194	q24.21
ASAP1	q24.21
RNU6-1255P	q24.21
ASAP1-IT2	q24.21
ENSG00000212342	q24.21
ENSG00000287201	q24.21
ENSG00000286535	q24.21
ENSG00000253656	q24.22
ADCY8	q24.22
ENSG00000253259	q24.22
ENSG00000253992	q24.22
ENSG00000253407	q24.22
IADEN	q24.22
ENSG00000254255	q24.22
EFR3A	q24.22
OC90	q24.22
ENSG00000258417	q24.22
HHLA1	q24.22
KCNQ3	q24.22
HPYR1	q24.22
DNAAF11	q24.22
TMEM71	q24.22
ENSG00000287095	q24.22
PHF20L1	q24.22
ENSG00000270137	q24.22
ENSG00000223697	q24.22
TG	q24.22
RPL21P78	q24.22
SLA	q24.22
MIR7848	q24.22
PTCSC1	q24.22
CCN4	q24.22
ENSG00000289316	q24.22
NDRG1	q24.22
RPL32P20	q24.22
DPPA3P7	q24.22
ST13P6	q24.22
ST3GAL1	q24.22
ENSG00000283176	q24.22
ENSG00000283197	q24.22
ENSG00000289050	q24.22
ST3GAL1-DT	q24.22
ENSG00000212273	q24.22
LINC03024	q24.22
MTND2P7	q24.22
MTCO1P49	q24.22
ENSG00000253561	q24.22
ENSG00000253165	q24.22
ENSG00000254313	q24.22
ENSG00000253593	q24.22
ENSG00000277576	q24.22
ENSG00000271240	q24.22
ENSG00000288067	q24.22
ENSG00000253627	q24.22
ZFAT	q24.22
ENSG00000276140	q24.22
ZFAT-AS1	q24.22
ENSG00000277732	q24.22
ENSG00000278454	q24.22
ENSG00000271048	q24.22
ENSG00000289405	q24.22
ENSG00000272456	q24.22
ENSG00000278898	q24.22
ENSG00000279518	q24.22
MIR30B	q24.22
MIR30D	q24.22
ENSG00000254028	q24.22
NCRNA00250	q24.22
ENSG00000251218	q24.22
RPL23AP56	q24.22
LINC01591	q24.22
ENSG00000254372	q24.23
KHDRBS3	q24.23
MAPRE1P1	q24.23
RNU1-35P	q24.23
LINC02055	q24.23
ENSG00000286927	q24.23
ENSG00000285683	q24.23
RNU6-144P	q24.23
ZYXP1	q24.23
ENSG00000285817	q24.23
ENSG00000254076	q24.23
ENSG00000253288	q24.23
ENSG00000254361	q24.23
ENSG00000253988	q24.23
FAM135B	q24.23
COL22A1	q24.23
ENSG00000253432	q24.3
ENSG00000251744	q24.3
ENSG00000253783	q24.3
ENSG00000254258	q24.3
ENSG00000275078	q24.3
KCNK9	q24.3
TRAPPC9	q24.3
ENSG00000253574	q24.3
C8orf17	q24.3
ENSG00000289741	q24.3
ENSG00000274064	q24.3
PEG13	q24.3
ENSG00000259891	q24.3
CHRAC1	q24.3
AGO2	q24.3
ENSG00000279766	q24.3
ENSG00000280326	q24.3
ERICD	q24.3
PTK2	q24.3
MIR151A	q24.3
ENSG00000279786	q24.3
RNA5SP278	q24.3
ENSG00000253266	q24.3
DENND3	q24.3
DENND3-AS1	q24.3
SLC45A4	q24.3
ENSG00000280035	q24.3
ENSG00000253307	q24.3
SLC45A4-AS1	q24.3
ENSG00000254197	q24.3
ENSG00000254291	q24.3
LINC01300	q24.3
ENSG00000261655	q24.3
GPR20	q24.3
ENSG00000289263	q24.3
ASTILCS	q24.3
PTP4A3	q24.3
MROH5	q24.3
ENSG00000271959	q24.3
ENSG00000238854	q24.3
HNRNPA1P38	q24.3
ENSG00000287325	q24.3
C8orf90	q24.3
ENSG00000287677	q24.3
MIR1302-7	q24.3
DNAJC8P3	q24.3
ENSG00000261710	q24.3
ENSG00000287332	q24.3
MIR4472-1	q24.3
ENSG00000289338	q24.3
LINC00051	q24.3
TSNARE1	q24.3
RN7SL260P	q24.3
ENSG00000261693	q24.3
ADGRB1	q24.3
MROH4P	q24.3
ENSG00000293544	q24.3
ENSG00000293519	q24.3
ENSG00000289477	q24.3
ARC	q24.3
ENSG00000289411	q24.3
ENSG00000277332	q24.3
ENSG00000261044	q24.3
JRK	q24.3
PSCA	q24.3
LY6K	q24.3
LNCOC1	q24.3
THEM6	q24.3
ENSG00000253806	q24.3
SLURP1	q24.3
LYPD2	q24.3
ENSG00000253196	q24.3
LYNX1-SLURP2	q24.3
SLURP2	q24.3
LYNX1	q24.3
LY6D	q24.3
ENSG00000253715	q24.3
ENSG00000283686	q24.3
ENSG00000253728	q24.3
GML	q24.3
ZNHIT1P1	q24.3
CYP11B1	q24.3
CYP11B2	q24.3
LY6E-DT	q24.3
CDC42P3	q24.3
LY6E	q24.3
ENSG00000291308	q24.3
LY6S-AS1	q24.3
LY6S	q24.3
AK3P2	q24.3
ENSG00000243328	q24.3
LY6L	q24.3
LY6H	q24.3
GPIHBP1	q24.3
ZFP41	q24.3
ENSG00000264668	q24.3
GLI4	q24.3
MINCR	q24.3
ZNF696	q24.3
ENSG00000272172	q24.3
TOP1MT	q24.3
RNU6-220P	q24.3
RHPN1-AS1	q24.3
RHPN1	q24.3
LINC02990	q24.3
MAFA-AS1	q24.3
MAFA	q24.3
ZC3H3	q24.3
ENSG00000287576	q24.3
ENSG00000254859	q24.3
RN7SKP175	q24.3
GSDMD	q24.3
ENSG00000289161	q24.3
MROH6	q24.3
ENSG00000255050	q24.3
NAPRT	q24.3
ENSG00000279605	q24.3
ENSG00000254741	q24.3
EEF1D	q24.3
TIGD5	q24.3
PYCR3	q24.3
GFUS	q24.3
ENSG00000254812	q24.3
ZNF623	q24.3
ZNF707	q24.3
LINC02878	q24.3
CCDC166	q24.3
ENSG00000254574	q24.3
MAPK15	q24.3
ENSG00000254548	q24.3
FAM83H	q24.3
MIR4664	q24.3
IQANK1	q24.3
ENSG00000254973	q24.3
SCRIB	q24.3
MIR937	q24.3
PUF60	q24.3
ENSG00000287222	q24.3
ENSG00000255343	q24.3
NRBP2	q24.3
MIR6845	q24.3
ENSG00000285599	q24.3
EPPK1	q24.3
ENSG00000288096	q24.3
PLEC	q24.3
MIR661	q24.3
PARP10	q24.3
GRINA	q24.3
SPATC1	q24.3
SMPD5	q24.3
ENSG00000293498	q24.3
OPLAH	q24.3
MIR6846	q24.3
ENSG00000255224	q24.3
ENSG00000290230	q24.3
EXOSC4	q24.3
MIR6847	q24.3
GPAA1	q24.3
CYC1	q24.3
SHARPIN	q24.3
MAF1	q24.3
WDR97	q24.3
HGH1	q24.3
TSSK5P	q24.3
MROH1	q24.3
BOP1	q24.3
MIR7112	q24.3
SCX	q24.3
HSF1	q24.3
DGAT1	q24.3
ENSG00000254690	q24.3
MIR6848	q24.3
SCRT1	q24.3
SLC52A2	q24.3
TMEM249	q24.3
ENSG00000271698	q24.3
FBXL6	q24.3
ADCK5	q24.3
CPSF1	q24.3
MIR939	q24.3
MIR1234	q24.3
MIR6849	q24.3
ENSG00000272115	q24.3
SLC39A4	q24.3
VPS28	q24.3
TONSL	q24.3
MIR6893	q24.3
TONSL-AS1	q24.3
ZFTRAF1	q24.3
TMEM276-ZFTRAF1	q24.3
ENSG00000254578	q24.3
TMEM276	q24.3
KIFC2	q24.3
FOXH1	q24.3
PPP1R16A	q24.3
ENSG00000255182	q24.3
GPT	q24.3
MFSD3	q24.3
RECQL4	q24.3
ENSG00000265393	q24.3
LRRC14	q24.3
LRRC24	q24.3
C8orf82	q24.3
ARHGAP39	q24.3
ENSG00000255456	q24.3
ENSG00000254533	q24.3
ENSG00000290885	q24.3
ENSG00000255085	q24.3
ENSG00000263612	q24.3
ZNF251	q24.3
ZNF34	q24.3
RN7SL395P	q24.3
RPL8	q24.3
MIR6850	q24.3
ZNF517	q24.3
ZNF7	q24.3
COMMD5	q24.3
ENSG00000286681	q24.3
ZNF250	q24.3
ZNF16	q24.3
ZNF252P	q24.3
ENSG00000255164	q24.3
TMED10P1	q24.3
ZNF252P-AS1	q24.3
ENSG00000255530	q24.3
ENSG00000255000	q24.3
C8orf33	q24.3
DDX11L5	p24.3
WASHC1	p24.3
MIR1302-9HG	p24.3
MIR1302-9	p24.3
FAM138C	p24.3
ENSG00000284986	p24.3
PGM5P3-AS1	p24.3
ENSG00000227917	p24.3
LINC01388	p24.3
FOXD4	p24.3
ZNG1A	p24.3
ENSG00000287480	p24.3
DOCK8-AS1	p24.3
DOCK8	p24.3
ENSG00000235880	p24.3
DOCK8-AS2	p24.3
KANK1	p24.3
ENSG00000293144	p24.3
RPL12P25	p24.3
ENSG00000228115	p24.3
RNU6-1327P	p24.3
EIF1P1	p24.3
ENSG00000227914	p24.3
DMRT1	p24.3
DMRT3	p24.3
RNU6-1073P	p24.3
H3P29	p24.3
ENSG00000286684	p24.3
LINC01230	p24.3
DMRT2	p24.3
ENSG00000224836	p24.3
RPS27AP14	p24.3
ENSG00000233575	p24.3
RNA5SP279	p24.3
ENSG00000287465	p24.3
ENSG00000224092	p24.3
SMARCA2	p24.3
SMARCA2-AS1	p24.3
RNU2-25P	p24.3
RN7SL592P	p24.2
VLDLR-AS1	p24.2
ENSG00000231052	p24.2
VLDLR	p24.2
ENSG00000286670	p24.2
KCNV2	p24.2
PUM3	p24.2
ENSG00000289552	p24.2
GPS2P1	p24.2
ATP5PDP2	p24.2
CARM1P1	p24.2
ENSG00000291284	p24.2
ENSG00000290482	p24.2
LINC01231	p24.2
RFX3	p24.2
ENSG00000215297	p24.2
ENSG00000288963	p24.2
RFX3-DT	p24.2
ENSG00000237359	p24.2
ENSG00000226669	p24.2
GLIS3	p24.2
ENSG00000236724	p24.2
GLIS3-AS1	p24.2
ENSG00000230001	p24.2
GLIS3-AS2	p24.2
RNU6-694P	p24.2
SLC1A1	p24.2
SPATA6L	p24.1
ENSG00000225893	p24.1
